Assembly,original,corrected,RefSeq.Accession.version,GenBank.Accession.version,NCBI.name
Fundulus_heteroclitus-3.0.2,Scaffold2790,Scaffold2790,NW_012227191.1,KN808289.1,GPS_009138513.1
Fundulus_heteroclitus-3.0.2,Scaffold2791,Scaffold2791,NW_012227192.1,KN808290.1,GPS_009138514.1
Fundulus_heteroclitus-3.0.2,Scaffold2792,Scaffold2792,NW_012227193.1,KN808291.1,GPS_009138515.1
Fundulus_heteroclitus-3.0.2,Scaffold2793,Scaffold2793,NW_012227194.1,KN808292.1,GPS_009138516.1
Fundulus_heteroclitus-3.0.2,Scaffold2794,Scaffold2794,NW_012227195.1,KN808293.1,GPS_009138517.1
Fundulus_heteroclitus-3.0.2,Scaffold2795,Scaffold2795,NW_012227196.1,KN808294.1,GPS_009138518.1
Fundulus_heteroclitus-3.0.2,Scaffold2796,Scaffold2796,NW_012227197.1,KN808295.1,GPS_009138519.1
Fundulus_heteroclitus-3.0.2,Scaffold2797,Scaffold2797,NW_012227198.1,KN808296.1,GPS_009138520.1
Fundulus_heteroclitus-3.0.2,Scaffold2798,Scaffold2798,NW_012227199.1,KN808297.1,GPS_009138521.1
Fundulus_heteroclitus-3.0.2,Scaffold2799,Scaffold2799,NW_012227200.1,KN808298.1,GPS_009138522.1
Fundulus_heteroclitus-3.0.2,Scaffold2800,Scaffold2800,NW_012227201.1,KN808299.1,GPS_009138523.1
Fundulus_heteroclitus-3.0.2,Scaffold2801,Scaffold2801,NW_012227202.1,KN808300.1,GPS_009138524.1
Fundulus_heteroclitus-3.0.2,Scaffold2802,Scaffold2802,NW_012227203.1,KN808301.1,GPS_009138525.1
Fundulus_heteroclitus-3.0.2,Scaffold2803,Scaffold2803,NW_012227204.1,KN808302.1,GPS_009138526.1
Fundulus_heteroclitus-3.0.2,Scaffold2804,Scaffold2804,NW_012227205.1,KN808303.1,GPS_009138527.1
Fundulus_heteroclitus-3.0.2,Scaffold2805,Scaffold2805,NW_012227206.1,KN808304.1,GPS_009138528.1
Fundulus_heteroclitus-3.0.2,Scaffold2806,Scaffold2806,NW_012227207.1,KN808305.1,GPS_009138529.1
Fundulus_heteroclitus-3.0.2,Scaffold2807,Scaffold2807,NW_012227208.1,KN808306.1,GPS_009138530.1
Fundulus_heteroclitus-3.0.2,Scaffold2808,Scaffold2808,NW_012227209.1,KN808307.1,GPS_009138531.1
Fundulus_heteroclitus-3.0.2,Scaffold2809,Scaffold2809,NW_012227210.1,KN808308.1,GPS_009138532.1
Fundulus_heteroclitus-3.0.2,Scaffold2810,Scaffold2810,NW_012227211.1,KN808309.1,GPS_009138533.1
Fundulus_heteroclitus-3.0.2,Scaffold2811,Scaffold2811,NW_012227212.1,KN808310.1,GPS_009138534.1
Fundulus_heteroclitus-3.0.2,Scaffold2812,Scaffold2812,NW_012227213.1,KN808311.1,GPS_009138535.1
Fundulus_heteroclitus-3.0.2,Scaffold2813,Scaffold2813,NW_012227214.1,KN808312.1,GPS_009138536.1
Fundulus_heteroclitus-3.0.2,Scaffold2814,Scaffold2814,NW_012227215.1,JXMV01055194.1,GPS_009138537.1
Fundulus_heteroclitus-3.0.2,Scaffold2815,Scaffold2815,NW_012227216.1,KN808313.1,GPS_009138538.1
Fundulus_heteroclitus-3.0.2,Scaffold2816,Scaffold2816,NW_012227217.1,KN808314.1,GPS_009138539.1
Fundulus_heteroclitus-3.0.2,Scaffold2817,Scaffold2817,NW_012227218.1,KN808315.1,GPS_009138540.1
Fundulus_heteroclitus-3.0.2,Scaffold2818,Scaffold2818,NW_012227219.1,KN808316.1,GPS_009138541.1
Fundulus_heteroclitus-3.0.2,Scaffold2819,Scaffold2819,NW_012227220.1,KN808317.1,GPS_009138542.1
Fundulus_heteroclitus-3.0.2,Scaffold2820,Scaffold2820,NW_012227221.1,KN808318.1,GPS_009138543.1
Fundulus_heteroclitus-3.0.2,Scaffold2821,Scaffold2821,NW_012227222.1,KN808319.1,GPS_009138544.1
Fundulus_heteroclitus-3.0.2,Scaffold2822,Scaffold2822,NW_012227223.1,KN808320.1,GPS_009138545.1
Fundulus_heteroclitus-3.0.2,Scaffold2823,Scaffold2823,NW_012227224.1,KN808321.1,GPS_009138546.1
Fundulus_heteroclitus-3.0.2,Scaffold2824,Scaffold2824,NW_012227225.1,KN808322.1,GPS_009138547.1
Fundulus_heteroclitus-3.0.2,Scaffold2825,Scaffold2825,NW_012227226.1,KN808323.1,GPS_009138548.1
Fundulus_heteroclitus-3.0.2,Scaffold2826,Scaffold2826,NW_012227227.1,KN808324.1,GPS_009138549.1
Fundulus_heteroclitus-3.0.2,Scaffold2827,Scaffold2827,NW_012227228.1,KN808325.1,GPS_009138550.1
Fundulus_heteroclitus-3.0.2,Scaffold2828,Scaffold2828,NW_012227229.1,KN808326.1,GPS_009138551.1
Fundulus_heteroclitus-3.0.2,Scaffold2829,Scaffold2829,NW_012227230.1,KN808327.1,GPS_009138552.1
Fundulus_heteroclitus-3.0.2,Scaffold2830,Scaffold2830,NW_012227231.1,KN808328.1,GPS_009138553.1
Fundulus_heteroclitus-3.0.2,Scaffold2831,Scaffold2831,NW_012227232.1,KN808329.1,GPS_009138554.1
Fundulus_heteroclitus-3.0.2,Scaffold2832,Scaffold2832,NW_012227233.1,KN808330.1,GPS_009138555.1
Fundulus_heteroclitus-3.0.2,Scaffold2833,Scaffold2833,NW_012227234.1,KN808331.1,GPS_009138556.1
Fundulus_heteroclitus-3.0.2,Scaffold2834,Scaffold2834,NW_012227235.1,KN808332.1,GPS_009138557.1
Fundulus_heteroclitus-3.0.2,Scaffold2835,Scaffold2835,NW_012227236.1,KN808333.1,GPS_009138558.1
Fundulus_heteroclitus-3.0.2,Scaffold2836,Scaffold2836,NW_012227237.1,KN808334.1,GPS_009138559.1
Fundulus_heteroclitus-3.0.2,Scaffold2837,Scaffold2837,NW_012227238.1,KN808335.1,GPS_009138560.1
Fundulus_heteroclitus-3.0.2,Scaffold2838,Scaffold2838,NW_012227239.1,JXMV01055283.1,GPS_009138561.1
Fundulus_heteroclitus-3.0.2,Scaffold2839,Scaffold2839,NW_012227240.1,KN808336.1,GPS_009138562.1
Fundulus_heteroclitus-3.0.2,Scaffold2840,Scaffold2840,NW_012227241.1,KN808337.1,GPS_009138563.1
Fundulus_heteroclitus-3.0.2,Scaffold2841,Scaffold2841,NW_012227242.1,KN808338.1,GPS_009138564.1
Fundulus_heteroclitus-3.0.2,Scaffold2842,Scaffold2842,NW_012227243.1,KN808339.1,GPS_009138565.1
Fundulus_heteroclitus-3.0.2,Scaffold2843,Scaffold2843,NW_012227244.1,KN808340.1,GPS_009138566.1
Fundulus_heteroclitus-3.0.2,Scaffold2844,Scaffold2844,NW_012227245.1,KN808341.1,GPS_009138567.1
Fundulus_heteroclitus-3.0.2,Scaffold2845,Scaffold2845,NW_012227246.1,KN808342.1,GPS_009138568.1
Fundulus_heteroclitus-3.0.2,Scaffold2846,Scaffold2846,NW_012227247.1,KN808343.1,GPS_009138569.1
Fundulus_heteroclitus-3.0.2,Scaffold2847,Scaffold2847,NW_012227248.1,KN808344.1,GPS_009138570.1
Fundulus_heteroclitus-3.0.2,Scaffold2848,Scaffold2848,NW_012227249.1,KN808345.1,GPS_009138571.1
Fundulus_heteroclitus-3.0.2,Scaffold2849,Scaffold2849,NW_012227250.1,KN808346.1,GPS_009138572.1
Fundulus_heteroclitus-3.0.2,Scaffold2850,Scaffold2850,NW_012227251.1,KN808347.1,GPS_009138573.1
Fundulus_heteroclitus-3.0.2,Scaffold2851,Scaffold2851,NW_012227252.1,KN808348.1,GPS_009138574.1
Fundulus_heteroclitus-3.0.2,Scaffold2852,Scaffold2852,NW_012227253.1,KN808349.1,GPS_009138575.1
Fundulus_heteroclitus-3.0.2,Scaffold2853,Scaffold2853,NW_012227254.1,KN808350.1,GPS_009138576.1
Fundulus_heteroclitus-3.0.2,Scaffold2854,Scaffold2854,NW_012227255.1,KN808351.1,GPS_009138577.1
Fundulus_heteroclitus-3.0.2,Scaffold2855,Scaffold2855,NW_012227256.1,KN808352.1,GPS_009138578.1
Fundulus_heteroclitus-3.0.2,Scaffold2856,Scaffold2856,NW_012227257.1,KN808353.1,GPS_009138579.1
Fundulus_heteroclitus-3.0.2,Scaffold2857,Scaffold2857,NW_012227258.1,KN808354.1,GPS_009138580.1
Fundulus_heteroclitus-3.0.2,Scaffold2858,Scaffold2858,NW_012227259.1,KN808355.1,GPS_009138581.1
Fundulus_heteroclitus-3.0.2,Scaffold2859,Scaffold2859,NW_012227260.1,KN808356.1,GPS_009138582.1
Fundulus_heteroclitus-3.0.2,Scaffold2860,Scaffold2860,NW_012227261.1,KN808357.1,GPS_009138583.1
Fundulus_heteroclitus-3.0.2,Scaffold2861,Scaffold2861,NW_012227262.1,KN808358.1,GPS_009138584.1
Fundulus_heteroclitus-3.0.2,Scaffold2862,Scaffold2862,NW_012227263.1,KN808359.1,GPS_009138585.1
Fundulus_heteroclitus-3.0.2,Scaffold2863,Scaffold2863,NW_012227264.1,KN808360.1,GPS_009138586.1
Fundulus_heteroclitus-3.0.2,Scaffold2864,Scaffold2864,NW_012227265.1,KN808361.1,GPS_009138587.1
Fundulus_heteroclitus-3.0.2,Scaffold2865,Scaffold2865,NW_012227266.1,KN808362.1,GPS_009138588.1
Fundulus_heteroclitus-3.0.2,Scaffold2866,Scaffold2866,NW_012227267.1,KN808363.1,GPS_009138589.1
Fundulus_heteroclitus-3.0.2,Scaffold2867,Scaffold2867,NW_012227268.1,KN808364.1,GPS_009138590.1
Fundulus_heteroclitus-3.0.2,Scaffold2868,Scaffold2868,NW_012227269.1,KN808365.1,GPS_009138591.1
Fundulus_heteroclitus-3.0.2,Scaffold2869,Scaffold2869,NW_012227270.1,KN808366.1,GPS_009138592.1
Fundulus_heteroclitus-3.0.2,Scaffold2870,Scaffold2870,NW_012227271.1,JXMV01055415.1,GPS_009138593.1
Fundulus_heteroclitus-3.0.2,Scaffold2871,Scaffold2871,NW_012227272.1,KN808367.1,GPS_009138594.1
Fundulus_heteroclitus-3.0.2,Scaffold2872,Scaffold2872,NW_012227273.1,KN808368.1,GPS_009138595.1
Fundulus_heteroclitus-3.0.2,Scaffold2873,Scaffold2873,NW_012227274.1,KN808369.1,GPS_009138596.1
Fundulus_heteroclitus-3.0.2,Scaffold2874,Scaffold2874,NW_012227275.1,KN808370.1,GPS_009138597.1
Fundulus_heteroclitus-3.0.2,Scaffold2875,Scaffold2875,NW_012227276.1,KN808371.1,GPS_009138598.1
Fundulus_heteroclitus-3.0.2,Scaffold2876,Scaffold2876,NW_012227277.1,JXMV01055440.1,GPS_009138599.1
Fundulus_heteroclitus-3.0.2,Scaffold2877,Scaffold2877,NW_012227278.1,KN808372.1,GPS_009138600.1
Fundulus_heteroclitus-3.0.2,Scaffold2878,Scaffold2878,NW_012227279.1,KN808373.1,GPS_009138601.1
Fundulus_heteroclitus-3.0.2,Scaffold2879,Scaffold2879,NW_012227280.1,KN808374.1,GPS_009138602.1
Fundulus_heteroclitus-3.0.2,Scaffold2880,Scaffold2880,NW_012227281.1,KN808375.1,GPS_009138603.1
Fundulus_heteroclitus-3.0.2,Scaffold2881,Scaffold2881,NW_012227282.1,KN808376.1,GPS_009138604.1
Fundulus_heteroclitus-3.0.2,Scaffold2882,Scaffold2882,NW_012227283.1,KN808377.1,GPS_009138605.1
Fundulus_heteroclitus-3.0.2,Scaffold2883,Scaffold2883,NW_012227284.1,KN808378.1,GPS_009138606.1
Fundulus_heteroclitus-3.0.2,Scaffold2884,Scaffold2884,NW_012227285.1,KN808379.1,GPS_009138607.1
Fundulus_heteroclitus-3.0.2,Scaffold2885,Scaffold2885,NW_012227286.1,KN808380.1,GPS_009138608.1
Fundulus_heteroclitus-3.0.2,Scaffold2886,Scaffold2886,NW_012227287.1,JXMV01055473.1,GPS_009138609.1
Fundulus_heteroclitus-3.0.2,Scaffold2887,Scaffold2887,NW_012227288.1,JXMV01055474.1,GPS_009138610.1
Fundulus_heteroclitus-3.0.2,Scaffold2888,Scaffold2888,NW_012227289.1,KN808381.1,GPS_009138611.1
Fundulus_heteroclitus-3.0.2,Scaffold2889,Scaffold2889,NW_012227290.1,KN808382.1,GPS_009138612.1
Fundulus_heteroclitus-3.0.2,Scaffold2890,Scaffold2890,NW_012227291.1,KN808383.1,GPS_009138613.1
Fundulus_heteroclitus-3.0.2,Scaffold2891,Scaffold2891,NW_012227292.1,KN808384.1,GPS_009138614.1
Fundulus_heteroclitus-3.0.2,Scaffold2892,Scaffold2892,NW_012227293.1,KN808385.1,GPS_009138615.1
Fundulus_heteroclitus-3.0.2,Scaffold2893,Scaffold2893,NW_012227294.1,KN808386.1,GPS_009138616.1
Fundulus_heteroclitus-3.0.2,Scaffold2894,Scaffold2894,NW_012227295.1,KN808387.1,GPS_009138617.1
Fundulus_heteroclitus-3.0.2,Scaffold2895,Scaffold2895,NW_012227296.1,KN808388.1,GPS_009138618.1
Fundulus_heteroclitus-3.0.2,Scaffold2896,Scaffold2896,NW_012227297.1,KN808389.1,GPS_009138619.1
Fundulus_heteroclitus-3.0.2,Scaffold2897,Scaffold2897,NW_012227298.1,KN808390.1,GPS_009138620.1
Fundulus_heteroclitus-3.0.2,Scaffold2898,Scaffold2898,NW_012227299.1,KN808391.1,GPS_009138621.1
Fundulus_heteroclitus-3.0.2,Scaffold2899,Scaffold2899,NW_012227300.1,KN808392.1,GPS_009138622.1
Fundulus_heteroclitus-3.0.2,Scaffold2900,Scaffold2900,NW_012227301.1,KN808393.1,GPS_009138623.1
Fundulus_heteroclitus-3.0.2,Scaffold2901,Scaffold2901,NW_012227302.1,JXMV01055517.1,GPS_009138624.1
Fundulus_heteroclitus-3.0.2,Scaffold2902,Scaffold2902,NW_012227303.1,KN808394.1,GPS_009138625.1
Fundulus_heteroclitus-3.0.2,Scaffold2903,Scaffold2903,NW_012227304.1,KN808395.1,GPS_009138626.1
Fundulus_heteroclitus-3.0.2,Scaffold2904,Scaffold2904,NW_012227305.1,KN808396.1,GPS_009138627.1
Fundulus_heteroclitus-3.0.2,Scaffold2905,Scaffold2905,NW_012227306.1,KN808397.1,GPS_009138628.1
Fundulus_heteroclitus-3.0.2,Scaffold2906,Scaffold2906,NW_012227307.1,KN808398.1,GPS_009138629.1
Fundulus_heteroclitus-3.0.2,Scaffold2907,Scaffold2907,NW_012227308.1,JXMV01055534.1,GPS_009138630.1
Fundulus_heteroclitus-3.0.2,Scaffold2908,Scaffold2908,NW_012227309.1,KN808399.1,GPS_009138631.1
Fundulus_heteroclitus-3.0.2,Scaffold2909,Scaffold2909,NW_012227310.1,KN808400.1,GPS_009138632.1
Fundulus_heteroclitus-3.0.2,Scaffold2910,Scaffold2910,NW_012227311.1,KN808401.1,GPS_009138633.1
Fundulus_heteroclitus-3.0.2,Scaffold2911,Scaffold2911,NW_012227312.1,JXMV01055546.1,GPS_009138634.1
Fundulus_heteroclitus-3.0.2,Scaffold2912,Scaffold2912,NW_012227313.1,KN808402.1,GPS_009138635.1
Fundulus_heteroclitus-3.0.2,Scaffold2913,Scaffold2913,NW_012227314.1,KN808403.1,GPS_009138636.1
Fundulus_heteroclitus-3.0.2,Scaffold2914,Scaffold2914,NW_012227315.1,KN808404.1,GPS_009138637.1
Fundulus_heteroclitus-3.0.2,Scaffold2915,Scaffold2915,NW_012227316.1,KN808405.1,GPS_009138638.1
Fundulus_heteroclitus-3.0.2,Scaffold2916,Scaffold2916,NW_012227317.1,KN808406.1,GPS_009138639.1
Fundulus_heteroclitus-3.0.2,Scaffold2917,Scaffold2917,NW_012227318.1,KN808407.1,GPS_009138640.1
Fundulus_heteroclitus-3.0.2,Scaffold2918,Scaffold2918,NW_012227319.1,KN808408.1,GPS_009138641.1
Fundulus_heteroclitus-3.0.2,Scaffold2919,Scaffold2919,NW_012227320.1,KN808409.1,GPS_009138642.1
Fundulus_heteroclitus-3.0.2,Scaffold2920,Scaffold2920,NW_012227321.1,KN808410.1,GPS_009138643.1
Fundulus_heteroclitus-3.0.2,Scaffold2921,Scaffold2921,NW_012227322.1,KN808411.1,GPS_009138644.1
Fundulus_heteroclitus-3.0.2,Scaffold2922,Scaffold2922,NW_012227323.1,KN808412.1,GPS_009138645.1
Fundulus_heteroclitus-3.0.2,Scaffold2923,Scaffold2923,NW_012227324.1,KN808413.1,GPS_009138646.1
Fundulus_heteroclitus-3.0.2,Scaffold2924,Scaffold2924,NW_012227325.1,KN808414.1,GPS_009138647.1
Fundulus_heteroclitus-3.0.2,Scaffold2925,Scaffold2925,NW_012227326.1,KN808415.1,GPS_009138648.1
Fundulus_heteroclitus-3.0.2,Scaffold2926,Scaffold2926,NW_012227327.1,KN808416.1,GPS_009138649.1
Fundulus_heteroclitus-3.0.2,Scaffold2927,Scaffold2927,NW_012227328.1,KN808417.1,GPS_009138650.1
Fundulus_heteroclitus-3.0.2,Scaffold2928,Scaffold2928,NW_012227329.1,KN808418.1,GPS_009138651.1
Fundulus_heteroclitus-3.0.2,Scaffold2929,Scaffold2929,NW_012227330.1,JXMV01055606.1,GPS_009138652.1
Fundulus_heteroclitus-3.0.2,Scaffold2930,Scaffold2930,NW_012227331.1,KN808419.1,GPS_009138653.1
Fundulus_heteroclitus-3.0.2,Scaffold2931,Scaffold2931,NW_012227332.1,KN808420.1,GPS_009138654.1
Fundulus_heteroclitus-3.0.2,Scaffold2932,Scaffold2932,NW_012227333.1,KN808421.1,GPS_009138655.1
Fundulus_heteroclitus-3.0.2,Scaffold2933,Scaffold2933,NW_012227334.1,KN808422.1,GPS_009138656.1
Fundulus_heteroclitus-3.0.2,Scaffold2934,Scaffold2934,NW_012227335.1,KN808423.1,GPS_009138657.1
Fundulus_heteroclitus-3.0.2,Scaffold2935,Scaffold2935,NW_012227336.1,JXMV01055624.1,GPS_009138658.1
Fundulus_heteroclitus-3.0.2,Scaffold2936,Scaffold2936,NW_012227337.1,KN808424.1,GPS_009138659.1
Fundulus_heteroclitus-3.0.2,Scaffold2937,Scaffold2937,NW_012227338.1,KN808425.1,GPS_009138660.1
Fundulus_heteroclitus-3.0.2,Scaffold2938,Scaffold2938,NW_012227339.1,KN808426.1,GPS_009138661.1
Fundulus_heteroclitus-3.0.2,Scaffold2939,Scaffold2939,NW_012227340.1,KN808427.1,GPS_009138662.1
Fundulus_heteroclitus-3.0.2,Scaffold2940,Scaffold2940,NW_012227341.1,KN808428.1,GPS_009138663.1
Fundulus_heteroclitus-3.0.2,Scaffold2941,Scaffold2941,NW_012227342.1,KN808429.1,GPS_009138664.1
Fundulus_heteroclitus-3.0.2,Scaffold2942,Scaffold2942,NW_012227343.1,JXMV01055644.1,GPS_009138665.1
Fundulus_heteroclitus-3.0.2,Scaffold2943,Scaffold2943,NW_012227344.1,KN808430.1,GPS_009138666.1
Fundulus_heteroclitus-3.0.2,Scaffold2944,Scaffold2944,NW_012227345.1,KN808431.1,GPS_009138667.1
Fundulus_heteroclitus-3.0.2,Scaffold2945,Scaffold2945,NW_012227346.1,KN808432.1,GPS_009138668.1
Fundulus_heteroclitus-3.0.2,Scaffold2946,Scaffold2946,NW_012227347.1,KN808433.1,GPS_009138669.1
Fundulus_heteroclitus-3.0.2,Scaffold2947,Scaffold2947,NW_012227348.1,KN808434.1,GPS_009138670.1
Fundulus_heteroclitus-3.0.2,Scaffold2948,Scaffold2948,NW_012227349.1,KN808435.1,GPS_009138671.1
Fundulus_heteroclitus-3.0.2,Scaffold2949,Scaffold2949,NW_012227350.1,KN808436.1,GPS_009138672.1
Fundulus_heteroclitus-3.0.2,Scaffold2950,Scaffold2950,NW_012227351.1,KN808437.1,GPS_009138673.1
Fundulus_heteroclitus-3.0.2,Scaffold2951,Scaffold2951,NW_012227352.1,KN808438.1,GPS_009138674.1
Fundulus_heteroclitus-3.0.2,Scaffold2952,Scaffold2952,NW_012227353.1,KN808439.1,GPS_009138675.1
Fundulus_heteroclitus-3.0.2,Scaffold2953,Scaffold2953,NW_012227354.1,KN808440.1,GPS_009138676.1
Fundulus_heteroclitus-3.0.2,Scaffold2954,Scaffold2954,NW_012227355.1,KN808441.1,GPS_009138677.1
Fundulus_heteroclitus-3.0.2,Scaffold2955,Scaffold2955,NW_012227356.1,KN808442.1,GPS_009138678.1
Fundulus_heteroclitus-3.0.2,Scaffold2956,Scaffold2956,NW_012227357.1,KN808443.1,GPS_009138679.1
Fundulus_heteroclitus-3.0.2,Scaffold2957,Scaffold2957,NW_012227358.1,KN808444.1,GPS_009138680.1
Fundulus_heteroclitus-3.0.2,Scaffold2958,Scaffold2958,NW_012227359.1,KN808445.1,GPS_009138681.1
Fundulus_heteroclitus-3.0.2,Scaffold2959,Scaffold2959,NW_012227360.1,KN808446.1,GPS_009138682.1
Fundulus_heteroclitus-3.0.2,Scaffold2960,Scaffold2960,NW_012227361.1,KN808447.1,GPS_009138683.1
Fundulus_heteroclitus-3.0.2,Scaffold2961,Scaffold2961,NW_012227362.1,KN808448.1,GPS_009138684.1
Fundulus_heteroclitus-3.0.2,Scaffold2962,Scaffold2962,NW_012227363.1,KN808449.1,GPS_009138685.1
Fundulus_heteroclitus-3.0.2,Scaffold2963,Scaffold2963,NW_012227364.1,KN808450.1,GPS_009138686.1
Fundulus_heteroclitus-3.0.2,Scaffold2964,Scaffold2964,NW_012227365.1,KN808451.1,GPS_009138687.1
Fundulus_heteroclitus-3.0.2,Scaffold2965,Scaffold2965,NW_012227366.1,KN808452.1,GPS_009138688.1
Fundulus_heteroclitus-3.0.2,Scaffold2966,Scaffold2966,NW_012227367.1,KN808453.1,GPS_009138689.1
Fundulus_heteroclitus-3.0.2,Scaffold2967,Scaffold2967,NW_012227368.1,KN808454.1,GPS_009138690.1
Fundulus_heteroclitus-3.0.2,Scaffold2968,Scaffold2968,NW_012227369.1,JXMV01055744.1,GPS_009138691.1
Fundulus_heteroclitus-3.0.2,Scaffold2969,Scaffold2969,NW_012227370.1,KN808455.1,GPS_009138692.1
Fundulus_heteroclitus-3.0.2,Scaffold2970,Scaffold2970,NW_012227371.1,KN808456.1,GPS_009138693.1
Fundulus_heteroclitus-3.0.2,Scaffold2971,Scaffold2971,NW_012227372.1,KN808457.1,GPS_009138694.1
Fundulus_heteroclitus-3.0.2,Scaffold2972,Scaffold2972,NW_012227373.1,KN808458.1,GPS_009138695.1
Fundulus_heteroclitus-3.0.2,Scaffold2973,Scaffold2973,NW_012227374.1,KN808459.1,GPS_009138696.1
Fundulus_heteroclitus-3.0.2,Scaffold2974,Scaffold2974,NW_012227375.1,KN808460.1,GPS_009138697.1
Fundulus_heteroclitus-3.0.2,Scaffold2975,Scaffold2975,NW_012227376.1,KN808461.1,GPS_009138698.1
Fundulus_heteroclitus-3.0.2,Scaffold2976,Scaffold2976,NW_012227377.1,KN808462.1,GPS_009138699.1
Fundulus_heteroclitus-3.0.2,Scaffold2977,Scaffold2977,NW_012227378.1,KN808463.1,GPS_009138700.1
Fundulus_heteroclitus-3.0.2,Scaffold2978,Scaffold2978,NW_012227379.1,KN808464.1,GPS_009138701.1
Fundulus_heteroclitus-3.0.2,Scaffold2979,Scaffold2979,NW_012227380.1,KN808465.1,GPS_009138702.1
Fundulus_heteroclitus-3.0.2,Scaffold2980,Scaffold2980,NW_012227381.1,KN808466.1,GPS_009138703.1
Fundulus_heteroclitus-3.0.2,Scaffold2981,Scaffold2981,NW_012227382.1,KN808467.1,GPS_009138704.1
Fundulus_heteroclitus-3.0.2,Scaffold2982,Scaffold2982,NW_012227383.1,KN808468.1,GPS_009138705.1
Fundulus_heteroclitus-3.0.2,Scaffold2983,Scaffold2983,NW_012227384.1,KN808469.1,GPS_009138706.1
Fundulus_heteroclitus-3.0.2,Scaffold2984,Scaffold2984,NW_012227385.1,KN808470.1,GPS_009138707.1
Fundulus_heteroclitus-3.0.2,Scaffold2985,Scaffold2985,NW_012227386.1,KN808471.1,GPS_009138708.1
Fundulus_heteroclitus-3.0.2,Scaffold2986,Scaffold2986,NW_012227387.1,KN808472.1,GPS_009138709.1
Fundulus_heteroclitus-3.0.2,Scaffold2987,Scaffold2987,NW_012227388.1,KN808473.1,GPS_009138710.1
Fundulus_heteroclitus-3.0.2,Scaffold2988,Scaffold2988,NW_012227389.1,KN808474.1,GPS_009138711.1
Fundulus_heteroclitus-3.0.2,Scaffold2989,Scaffold2989,NW_012227390.1,KN808475.1,GPS_009138712.1
Fundulus_heteroclitus-3.0.2,Scaffold2990,Scaffold2990,NW_012227391.1,KN808476.1,GPS_009138713.1
Fundulus_heteroclitus-3.0.2,Scaffold2991,Scaffold2991,NW_012227392.1,KN808477.1,GPS_009138714.1
Fundulus_heteroclitus-3.0.2,Scaffold2992,Scaffold2992,NW_012227393.1,KN808478.1,GPS_009138715.1
Fundulus_heteroclitus-3.0.2,Scaffold2993,Scaffold2993,NW_012227394.1,KN808479.1,GPS_009138716.1
Fundulus_heteroclitus-3.0.2,Scaffold2994,Scaffold2994,NW_012227395.1,KN808480.1,GPS_009138717.1
Fundulus_heteroclitus-3.0.2,Scaffold2995,Scaffold2995,NW_012227396.1,KN808481.1,GPS_009138718.1
Fundulus_heteroclitus-3.0.2,Scaffold2996,Scaffold2996,NW_012227397.1,JXMV01055837.1,GPS_009138719.1
Fundulus_heteroclitus-3.0.2,Scaffold2997,Scaffold2997,NW_012227398.1,KN808482.1,GPS_009138720.1
Fundulus_heteroclitus-3.0.2,Scaffold2998,Scaffold2998,NW_012227399.1,KN808483.1,GPS_009138721.1
Fundulus_heteroclitus-3.0.2,Scaffold2999,Scaffold2999,NW_012227400.1,KN808484.1,GPS_009138722.1
Fundulus_heteroclitus-3.0.2,Scaffold3000,Scaffold3000,NW_012227401.1,KN808485.1,GPS_009138723.1
Fundulus_heteroclitus-3.0.2,Scaffold3001,Scaffold3001,NW_012227402.1,KN808486.1,GPS_009138724.1
Fundulus_heteroclitus-3.0.2,Scaffold3002,Scaffold3002,NW_012227403.1,KN808487.1,GPS_009138725.1
Fundulus_heteroclitus-3.0.2,Scaffold3003,Scaffold3003,NW_012227404.1,KN808488.1,GPS_009138726.1
Fundulus_heteroclitus-3.0.2,Scaffold3004,Scaffold3004,NW_012227405.1,KN808489.1,GPS_009138727.1
Fundulus_heteroclitus-3.0.2,Scaffold3005,Scaffold3005,NW_012227406.1,KN808490.1,GPS_009138728.1
Fundulus_heteroclitus-3.0.2,Scaffold3006,Scaffold3006,NW_012227407.1,KN808491.1,GPS_009138729.1
Fundulus_heteroclitus-3.0.2,Scaffold3007,Scaffold3007,NW_012227408.1,KN808492.1,GPS_009138730.1
Fundulus_heteroclitus-3.0.2,Scaffold3008,Scaffold3008,NW_012227409.1,KN808493.1,GPS_009138731.1
Fundulus_heteroclitus-3.0.2,Scaffold3009,Scaffold3009,NW_012227410.1,KN808494.1,GPS_009138732.1
Fundulus_heteroclitus-3.0.2,Scaffold3010,Scaffold3010,NW_012227411.1,KN808495.1,GPS_009138733.1
Fundulus_heteroclitus-3.0.2,Scaffold3011,Scaffold3011,NW_012227412.1,KN808496.1,GPS_009138734.1
Fundulus_heteroclitus-3.0.2,Scaffold3012,Scaffold3012,NW_012227413.1,KN808497.1,GPS_009138735.1
Fundulus_heteroclitus-3.0.2,Scaffold3013,Scaffold3013,NW_012227414.1,KN808498.1,GPS_009138736.1
Fundulus_heteroclitus-3.0.2,Scaffold3014,Scaffold3014,NW_012227415.1,KN808499.1,GPS_009138737.1
Fundulus_heteroclitus-3.0.2,Scaffold3015,Scaffold3015,NW_012227416.1,KN808500.1,GPS_009138738.1
Fundulus_heteroclitus-3.0.2,Scaffold3016,Scaffold3016,NW_012227417.1,KN808501.1,GPS_009138739.1
Fundulus_heteroclitus-3.0.2,Scaffold3017,Scaffold3017,NW_012227418.1,KN808502.1,GPS_009138740.1
